Site Name,Sub-site,Habitat Type ,Habitat Type Area (acres),Year post-completion,Year,Date Details,Metrics,Values,Units,Metric Groups,Metric Type,Collection Method,Data Collection Frequency,Restoration Goal Met? (Y/N),Metric Significance,Analyzed by who?,Notes
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Ducks and Geese,1180,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Granivores,1045,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Gulls,161,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Herons and Egrets,46,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Hummingbirds,106,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Insectivores,2068,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Kingfishers,5,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Marsh Dwellers,8,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Omnivores,266,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Piscivores,4,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Raptors/Carnivores,90,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Waders and Shorebirds,1040,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,2,2019,September 2018-October 2019,Individual Count-Warblers,245,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Waterfowl and Allies,193,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Waterfowl and Allies,262,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Seed and Fruit Eaters,67,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Seed and Fruit Eaters,201,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,"Average Count-Gulls, Terns, and Skimmers",9,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,"Observation Count-Gulls, Terns, and Skimmers",27,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,"Average Count-Herons, Egrets, Ibis",23,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,"Observation Count-Herons, Egrets, Ibis",78,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Hummingbirds,10,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Hummingbirds,104,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Insectivores,211,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Insectivores,765,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Kingfishers,1,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Kingfishers,4,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Omnivores,24,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Omnivores,144,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Cormorants and Anhingas,1,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Cormorants and Anhingas,5,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Raptors,8,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Raptors,86,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Shorebirds,69,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Shorebirds,175,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Average Count-Warblers,61,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,3,2020,September 2019-October 2020,Observation Count-Warblers,193,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Waterfowl and Allies,48,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Waterfowl and Allies,136,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Seed and Fruit Eaters,66,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Seed and Fruit Eaters,245,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,"Average Count-Gulls, Terns, and Skimmers",2,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,"Observation Count-Gulls, Terns, and Skimmers",13,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,"Average Count-Herons, Egrets, Ibis",5,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,"Observation Count-Herons, Egrets, Ibis",45,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Hummingbirds,15,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Hummingbirds,135,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Insectivores,184,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Insectivores,815,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Kingfishers,1,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Kingfishers,1,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Omnivores,35,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Omnivores,156,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Cormorants and Anhingas,2,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Cormorants and Anhingas,8,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Raptors,9,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Raptors,98,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Shorebirds,41,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Shorebirds,99,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Average Count-Warblers,40,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
Devereux Slough,NA,NA,NA,4,2021,September 2020-October 2021,Observation Count-Warblers,185,Individuals,Birds,Biological,Visual Census,Monthly,NA,NA,AS,
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.545,1,2017,"May 18-19, August 7-8",Bird Diversity,3,Number of Species,Birds,Biological,Visual Census,Biannually,NA,NA,VW,"Monitoring plan compares restoration site data to reference site data, but does not have a specific goal. Therefor I didn't fill in the column about meeting goals"
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.545,1,2017,"May 18-19, August 7-8",Bird Abundance,4,Number of Individuals,Birds,Biological,Visual Census,Biannually,NA,NA,VW,Totals over Coarse of all surveys were recorded
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2017,"May 18-19, August 7-8",Bird Diversity,5,Number of Species,Birds,Biological,Visual Census,Biannually,NA,NA,VW,
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2017,"May 18-19, August 7-8",Bird Abundance,8,Number of Individuals,Birds,Biological,Visual Census,Biannually,NA,NA,VW,
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.391,NA,2015,"June 4, August 26",Bird Diversity,6,Number of Species,Birds,Biological,Visual Census,Biannually,NA,NA,VW,Totals over Coarse of all surveys were recorded
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.391,NA,2015,"June 4, August 26",Bird Abundance,9,Number of Individuals,Birds,Biological,Visual Census,Biannually,NA,NA,VW,Totals over Coarse of all surveys were recorded
NBVC Point Mugu,IRP Site 1 North Upper Lower Reference Site,Estuarine Salt Marsh,NA,NA,2015,"June 4, August 26",Bird Diversity,18,Number of Species,Birds,Biological,Visual Census,Biannually,NA,NA,VW,Totals over Coarse of all surveys were recorded
NBVC Point Mugu,IRP Site 1 North Upper Lower Reference Site,Estuarine Salt Marsh,NA,NA,2015,"June 4, August 26",Bird Abundance,80,Number of Individuals,Birds,Biological,Visual Census,Biannually,NA,NA,VW,Totals over Coarse of all surveys were recorded
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2015,"June 4, August 26",Bird Diversity,0,Number of Species,Birds,Biological,Visual Census,Annually,NA,NA,VW,Totals over Coarse of all surveys were recorded
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2015,"June 4, August 26",Bird Abundance,0,Number of Individuals,Birds,Biological,Visual Census,Annually,NA,NA,VW,Totals over Coarse of all surveys were recorded
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.545,4,2020,"September 7, September 8",Bird Diversity,10,Number of Species,Birds,Biological,Visual Census,Annually,NA,NA,VW,Contractor delays caused surveys to be done outside of normal times
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.545,4,2020,"September 7, September 8",Bird Abundance,36,Number of Individuals,Birds,Biological,Visual Census,Annually,NA,NA,VW,Contractor delays caused surveys to be done outside of normal times
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2020,"September 7, September 8",Bird Diversity,9,Number of Species,Birds,Biological,Visual Census,Annually,NA,NA,VW,Contractor delays caused surveys to be done outside of normal times
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2020,"September 7, September 8",Bird Abundance,27,Number of Individuals,Birds,Biological,Visual Census,Annually,NA,NA,VW,Contractor delays caused surveys to be done outside of normal times
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.545,3,2019,NA,Bird Diversity,7,Number of Species,Birds,Biological,Visual Census,NA,NA,NA,VW,
NBVC Point Mugu,IRP Lower Extension Restoration Site,Estuarine Salt Marsh,0.545,3,2019,NA,Bird Abundance,13,Number of Individuals,Birds,Biological,Visual Census,NA,NA,NA,VW,
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2019,NA,Bird Diversity,7,Number of Species,Birds,Biological,Visual Census,NA,NA,NA,VW,
NBVC Point Mugu,IRP Lower Extension Reference Site B,Estuarine Salt Marsh,NA,NA,2019,NA,Bird Abundance,11,Number of Individuals,Birds,Biological,Visual Census,NA,NA,NA,VW,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016,2016,Virginia Rail Surveys,6.17 (1.49),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2017,2017,Virginia Rail Surveys,5.83 (2.24),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016 & 2017,2016 & 2017,Virginia Rail Surveys,6 (1.41),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016,2016,Least Bittern Surveys,0.17 (0.17),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2017,2017,Least Bittern Surveys,0.5 (0.34),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016 & 2017,2016 & 2017,Least Bittern Surveys,0.33 (0.17),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016,2016,American Bittern Surveys,0.83 (0.65) ,Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2017,2017,American Bittern Surveys,0.67 (0.42),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016 & 2017,2016 & 2017,American Bittern Surveys,0.75 (0.48),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016,2016,Common Gallinule Surveys,0 (0),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2017,2017,Common Gallinule Surveys,0.17 (0.17),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016 & 2017,2016 & 2017,Common Gallinule Surveys,0.08 (0.08),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016,2016,Pied-billed Grebe Surveys,2.17 (0.79),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2017,2017,Pied-billed Grebe Surveys,1.33 (0.49),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016 & 2017,2016 & 2017,Pied-billed Grebe Surveys,1.75 (0.38),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016,2016,All Focal Marsh Species Surveys,9.33 (2.49),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2017,2017,All Focal Marsh Species Surveys,10.67 (3.21),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,NA,NA,NA,Pre-Construction Baseline ,2016 & 2017,2016 & 2017,All Focal Marsh Species Surveys,10 (2.49),Mean # Detected per Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,Central Basin,NA,NA,Pre-Construction Baseline ,2016,2016,Total (all Waterbird) Surveys,207.65 (49.77),Mean # Individuals/Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,Central Basin,NA,NA,Pre-Construction Baseline ,2016,2016,Anseriformes (Waterfowl Surveys),73.56 (47.86),Mean # Individuals/Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
San Elijo Lagoon,Central Basin,NA,NA,Pre-Construction Baseline ,2016,2016,"Charadriiformes (Shorebirds, Sandpipers, Gulls, Terns) Surveys",111.76 (28.76),Mean # Individuals/Survey (SE),Birds,Biological,Avian Surveys,Annually,NA,Project Specific Comparison,PS,
